,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
A,0.0,0.7152855396270752,0.0,0.0,0.0,0.3578450381755829,0.715218186378479,0.358776330947876,0.3576846420764923,0.0,0.35885679721832275,0.0,0.0,0.3602198362350464,0.35851141810417175,0.35845449566841125,1.0861164331436157,0.0,0.7288007736206055,0.36105409264564514,0.7175970673561096,0.3584473431110382,0.35978052020072937,0.35853344202041626,0.0
R,0.0,0.0,0.0,0.0,0.36548399925231934,0.3694385886192322,0.0,0.0,0.0,0.0,0.35725393891334534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35907480120658875,0.36190205812454224,0.0
N,0.0,0.0,0.0,0.0,0.0,0.36637240648269653,0.0,0.36205121874809265,0.0,0.0,0.0,0.0,0.35749563574790955,0.0,0.35826969146728516,0.0,0.0,0.0,0.35795289278030396,0.358378529548645,0.35799935460090637,0.0,0.0,0.3662210702896118,0.3587713837623596
D,0.716562032699585,0.0,0.7160962224006653,0.0,0.3594858646392822,0.0,0.0,0.35609233379364014,0.3569408059120178,0.3594738245010376,0.0,0.0,0.0,0.7180643677711487,0.0,0.35894450545310974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V,0.0,0.3560417890548706,0.3589998483657837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q,0.0,0.0,0.0,0.35814785957336426,0.7183921337127686,0.0,0.7276507019996643,0.3588598668575287,0.36054491996765137,0.7267962098121643,0.7252456545829773,0.0,0.3645072281360626,0.0,0.0,0.363569974899292,0.0,0.3590542674064636,0.0,0.36319416761398315,0.718384325504303,0.3588804304599762,0.0,0.0,0.35755640268325806
E,0.0,0.35784706473350525,0.7288481593132019,0.0,0.0,0.7166504859924316,0.0,0.3583383560180664,0.0,0.0,0.3589309751987457,0.3585846424102783,0.0,0.7378137707710266,0.35889357328414917,0.0,0.7212204933166504,0.7241210341453552,0.7184209227561951,0.7174714207649231,0.35850849747657776,0.0,0.366168349981308,0.3571186661720276,1.0748493671417236
G,0.35712361335754395,0.3576739430427551,0.0,0.7178980112075806,0.0,0.3575112223625183,0.0,0.3583873510360718,0.3579806685447693,0.0,0.35707128047943115,0.3574771285057068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3599161207675934,0.0,0.7175906300544739,1.0831379890441895,0.0,0.0
H,0.0,0.0,0.3577743470668793,0.0,0.35664546489715576,0.0,0.35987240076065063,0.36005815863609314,0.35963064432144165,0.0,0.0,0.35957902669906616,0.0,0.0,0.0,0.35921454429626465,0.0,0.3593527674674988,0.0,0.0,0.0,0.0,0.0,0.35921043157577515,0.3567609488964081
I,0.7343875169754028,0.0,0.0,0.0,0.35675761103630066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36015287041664124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36431246995925903,0.0
