,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
A,0.7816605567932129,0.0,0.3869176506996155,1.1731722354888916,1.1983091831207275,0.7830535173416138,0.0,0.38565850257873535,0.38672223687171936,0.7775448560714722,0.3875170052051544,0.0,0.3948032557964325,0.7724453210830688,0.3878802955150604,0.0,0.7805551886558533,0.0,0.38881373405456543,1.16676926612854,0.7769743800163269,0.3890606760978699,0.0
R,0.39057159423828125,0.0,0.0,0.0,0.0,0.0,0.39340394735336304,0.0,0.39070719480514526,0.0,0.0,0.7753291130065918,0.0,0.0,0.0,0.0,0.0,0.0,0.4055249094963074,0.38900160789489746,0.0,0.0,1.1797736883163452
N,0.0,0.0,0.39336591958999634,0.0,0.0,0.0,0.3899917006492615,0.0,0.39098843932151794,0.0,0.0,0.3926007151603699,0.0,0.7929920554161072,0.7755119800567627,0.0,0.3942626416683197,0.4477793276309967,0.0,0.388408899307251,0.0,0.3938729763031006,0.0
D,0.0,0.0,0.0,0.7829297780990601,0.0,0.38868820667266846,0.0,0.0,0.7944303154945374,0.7785931825637817,0.0,0.38680824637413025,0.3957929015159607,0.0,0.0,0.0,0.0,0.40909725427627563,0.0,0.0,0.0,0.0,0.0
V,0.38714173436164856,1.1661447286605835,0.0,0.7796087265014648,0.0,0.38851794600486755,0.7846667766571045,0.7734828591346741,0.3902970850467682,0.7987905740737915,0.0,0.775593638420105,1.1651345491409302,0.0,0.3867770731449127,0.3895692825317383,0.3964884281158447,0.0,0.0,0.7784184813499451,1.1602439880371094,0.38860800862312317,0.39245423674583435
Q,0.7819635272026062,0.38982129096984863,1.1798388957977295,0.0,0.39054834842681885,0.0,0.3926052451133728,0.3894765079021454,0.0,0.0,0.0,0.38785019516944885,0.0,0.0,0.0,0.7810849547386169,0.0,0.0,0.0,0.3883915841579437,0.7776460647583008,0.0,0.3920745253562927
E,0.0,0.0,0.39820486307144165,0.0,0.0,0.0,0.0,0.39231905341148376,0.3903355598449707,0.7812821865081787,0.38522830605506897,0.0,0.4096459746360779,0.0,0.0,0.0,0.39232444763183594,0.7732311487197876,1.1703789234161377,0.0,0.0,0.7804471850395203,0.0
G,0.38821160793304443,0.3890188932418823,0.0,0.39409691095352173,0.39010149240493774,0.3966549336910248,0.7810353636741638,0.0,0.0,0.0,0.41692039370536804,0.0,0.40952908992767334,0.3892832398414612,0.0,0.793334424495697,0.0,0.0,0.38990309834480286,0.389974981546402,0.7734688520431519,0.0,0.0
H,0.3872237205505371,0.39507752656936646,0.0,0.0,0.0,0.0,0.3905927836894989,0.39265090227127075,0.0,0.0,0.0,0.0,0.0,0.0,0.38791897892951965,0.0,0.39005059003829956,0.38594579696655273,0.40848854184150696,0.0,0.0,0.0,0.0
I,0.0,0.38956570625305176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3960093855857849,0.0,0.0,0.0,0.39298662543296814,0.0,0.0,0.7793551683425903,0.0,0.39211010932922363,0.0,0.0,0.0,0.38972586393356323
