,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
A,1.340819001197815,1.3346874713897705,0.9176480174064636,1.3436734676361084,2.6867024898529053,0.8943597078323364,1.376253604888916,1.3687798976898193,1.3455777168273926,0.9052942991256714,2.2864551544189453,2.25172758102417,1.3453253507614136,1.7954844236373901,1.789778232574463,2.7125332355499268,2.2458810806274414,1.8006072044372559,2.6845266819000244,0.8909407258033752
R,0.450060099363327,3.60978364944458,0.9088150858879089,0.0,0.0,0.44835397601127625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7987498044967651,2.677931547164917,0.8975474834442139,2.2482059001922607
N,0.4594603478908539,0.905937135219574,1.3550223112106323,0.0,0.449653297662735,1.3513115644454956,1.3446409702301025,0.0,0.0,0.44897106289863586,0.46277645230293274,0.4456699788570404,0.4545474350452423,1.348742127418518,0.5231520533561707,1.3564436435699463,1.3489776849746704,1.3514034748077393,0.45605388283729553,0.0
D,1.7936363220214844,0.8928492665290833,3.57016658782959,2.248338222503662,1.3440719842910767,0.8971434831619263,2.6929006576538086,1.341963291168213,0.4467115104198456,1.7910921573638916,1.342812180519104,1.7954182624816895,1.3402056694030762,2.26115083694458,0.8899553418159485,0.0,0.8974722027778625,0.4546183943748474,2.7077066898345947,0.8946515321731567
V,2.22880220413208,1.3373953104019165,0.8946112990379333,0.891447901725769,1.3583958148956299,1.3408106565475464,0.44672849774360657,1.7892582416534424,1.8022552728652954,1.8001669645309448,0.9661003947257996,0.45109036564826965,1.3380236625671387,0.0,1.8167999982833862,0.0,2.687045097351074,0.8921860456466675,0.44601890444755554,0.0
Q,0.0,0.0,0.908556342124939,0.8977304697036743,1.7898485660552979,0.4443632662296295,0.8950213193893433,0.896529495716095,0.8933384418487549,0.899415135383606,0.4516274929046631,0.9115884304046631,1.821752667427063,0.44500821828842163,1.351986050605774,0.44780805706977844,0.4505278468132019,0.9001030325889587,0.4513426721096039,1.7884291410446167
E,0.8922399282455444,2.6876025199890137,0.45302629470825195,2.2482528686523438,1.816678762435913,0.8999635577201843,0.0,0.8887690305709839,1.8094356060028076,2.7334775924682617,3.6131203174591064,2.3382973670959473,2.7132349014282227,0.45565155148506165,3.591813325881958,2.7021071910858154,1.3564175367355347,0.0,2.246367931365967,0.0
G,0.8927561640739441,0.8932673335075378,2.685384511947632,1.3595789670944214,2.2480931282043457,0.0,1.7911043167114258,1.7935391664505005,1.3689961433410645,2.2654247283935547,1.7942135334014893,1.7924541234970093,1.8041449785232544,2.258136749267578,0.45415395498275757,1.7972354888916016,1.3413008451461792,2.6955208778381348,0.9029595851898193,0.8927250504493713
H,0.8926123380661011,0.0,0.4577697813510895,1.3509807586669922,0.4475816488265991,0.0,0.8972534537315369,0.8968738317489624,0.45493897795677185,0.0,0.4445696473121643,0.0,0.0,0.0,0.0,0.4476558268070221,0.44798561930656433,1.336620807647705,0.4496951103210449,0.44636285305023193
I,0.899817168712616,0.4496820867061615,0.0,0.5110985040664673,0.9004877805709839,1.3486652374267578,0.8951876759529114,2.2406861782073975,1.7846693992614746,0.4478430449962616,0.44435054063796997,0.0,0.8936410546302795,0.4535217881202698,1.351584553718567,1.367391586303711,0.0,0.8918954730033875,0.45091649889945984,0.0
