,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
A,4.677574157714844,4.705296039581299,7.267222881317139,3.4097495079040527,2.979228973388672,2.9823126792907715,3.480816125869751,2.147149085998535,3.445204973220825,3.424574136734009,3.8647711277008057,4.364063262939453,5.999027729034424,4.295010089874268,2.1233537197113037,2.999270439147949,3.0090932846069336,2.566209316253662,1.7024383544921875,3.423336982727051,3.4228529930114746
R,1.2725814580917358,1.2950891256332397,0.4244941473007202,2.5711607933044434,1.2985385656356812,2.1590685844421387,0.850883424282074,0.0,0.8663008213043213,0.8518319129943848,0.0,0.42816102504730225,0.431279718875885,0.8668480515480042,0.8520554304122925,1.3027081489562988,2.1318392753601074,2.9892592430114746,3.001816511154175,3.8303380012512207,3.850884437561035
N,0.850511372089386,1.2969622611999512,1.2878999710083008,1.2849863767623901,0.0,0.4243936240673065,0.8754206299781799,0.8554756045341492,1.3237674236297607,4.278095245361328,2.1454484462738037,1.751086950302124,1.7542133331298828,1.7034835815429688,4.333166122436523,2.5692219734191895,2.623253583908081,3.4962923526763916,2.1329760551452637,1.2802010774612427,4.288460731506348
D,6.407504081726074,5.531604766845703,5.983724117279053,5.971165657043457,3.4165782928466797,1.2979285717010498,0.8532677292823792,1.2922977209091187,2.568607807159424,1.2950692176818848,1.291489601135254,2.6092026233673096,0.863030195236206,2.1461551189422607,2.15279221534729,1.7043156623840332,3.8492960929870605,3.4267563819885254,2.5635271072387695,1.7031614780426025,2.136117458343506
V,2.5667495727539062,2.1333940029144287,0.866815984249115,1.7030954360961914,4.685797691345215,3.838059902191162,2.1341583728790283,5.542480945587158,4.285053730010986,5.101006984710693,3.006761074066162,4.711109161376953,4.297605037689209,5.615030288696289,5.582211494445801,2.5466816425323486,0.8514454960823059,2.1399128437042236,3.418199300765991,3.8287410736083984,0.42803487181663513
Q,0.43165796995162964,0.4237349331378937,1.725207805633545,2.131958484649658,3.9000630378723145,3.430852174758911,3.025984764099121,2.129129648208618,3.402524471282959,2.5924036502838135,1.7065573930740356,0.4270857274532318,3.004194974899292,1.2924407720565796,1.7096023559570312,2.9980273246765137,3.002032518386841,2.1426143646240234,3.406907796859741,3.438349485397339,3.8512816429138184
E,5.123444080352783,3.4101104736328125,5.114910125732422,4.324870586395264,2.5612235069274902,3.831954002380371,2.9906997680664062,2.9999265670776367,1.7759342193603516,3.0014729499816895,4.306593418121338,4.743244171142578,4.796846866607666,6.0205183029174805,5.141197681427002,3.865833044052124,3.96893048286438,6.470013618469238,2.989203453063965,4.289078235626221,5.558079242706299
G,5.9532952308654785,2.5560293197631836,5.991783142089844,4.67356014251709,4.75130558013916,4.255837440490723,2.9853367805480957,2.133319616317749,0.8590390086174011,1.2840828895568848,1.7068159580230713,1.7047168016433716,1.7040326595306396,1.2834446430206299,2.1233320236206055,2.5593795776367188,2.130962610244751,5.977846145629883,7.2765793800354,1.7122633457183838,3.4013309478759766
H,1.2787401676177979,0.844064474105835,0.8582532405853271,0.430292546749115,1.714078426361084,0.867425799369812,1.2941676378250122,0.4300832748413086,0.42364293336868286,1.7044835090637207,0.0,0.0,0.0,0.42641276121139526,0.8468015789985657,1.270762324333191,0.8490473628044128,0.42751994729042053,1.2904398441314697,1.2796344757080078,2.145195960998535
I,2.570582866668701,1.2776581048965454,0.4326567053794861,1.7077735662460327,1.7099542617797852,2.5547287464141846,1.2780414819717407,3.0043978691101074,5.269528388977051,1.283204436302185,2.1397881507873535,2.984528064727783,2.146714448928833,0.0,0.4561685025691986,0.8908460140228271,1.7512845993041992,1.2896031141281128,2.1336328983306885,1.7141444683074951,0.42306292057037354
