,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
A,4.234403610229492,3.75901198387146,3.757330894470215,2.842167854309082,1.8782563209533691,2.3463289737701416,1.8696527481079102,2.3549821376800537,1.8770164251327515,2.8147079944610596,1.420218825340271,3.7639620304107666,3.7854461669921875,2.977099895477295,3.4682953357696533,2.3529303073883057,2.8250977993011475,2.8298609256744385,1.4119553565979004
R,1.898420810699463,0.48092904686927795,1.9075872898101807,1.4160287380218506,0.468449205160141,2.35260272026062,1.4236235618591309,0.948269248008728,0.95369553565979,1.8758785724639893,0.0,1.9038724899291992,1.4497315883636475,1.8749204874038696,0.4689684212207794,3.3448047637939453,4.783946514129639,1.422688364982605,6.643542766571045
N,0.4666270315647125,0.9310363531112671,0.4709635376930237,1.4346076250076294,0.9473916888237,0.9612535834312439,0.950363278388977,1.9473860263824463,0.4807051420211792,0.4680357873439789,0.0,0.9467648267745972,1.8905450105667114,0.940085768699646,0.0,0.9441019296646118,1.8992440700531006,2.847449541091919,0.0
D,1.8883271217346191,4.217346668243408,2.364686965942383,3.3011200428009033,4.2567362785339355,1.870023488998413,2.355804443359375,0.47031134366989136,1.411069631576538,0.4777987003326416,2.845822334289551,2.365830183029175,0.9353014230728149,0.47250211238861084,2.8255598545074463,1.8911648988723755,1.8757888078689575,1.4108842611312866,0.9384143352508545
V,2.373331308364868,3.776442050933838,1.8965650796890259,0.928178071975708,2.354400873184204,2.8190183639526367,0.9334354400634766,4.256460189819336,1.4389442205429077,2.3659427165985107,3.4464447498321533,3.401129722595215,0.9358913898468018,2.350208044052124,2.434518575668335,1.4033864736557007,3.2699787616729736,1.8857612609863281,1.4056390523910522
Q,0.4743741750717163,0.9340695738792419,2.3615071773529053,1.4085817337036133,0.47122859954833984,1.9360789060592651,1.4189335107803345,1.4076886177062988,0.0,2.3515944480895996,1.4883333444595337,2.3743207454681396,2.8493010997772217,1.4184373617172241,0.9419430494308472,2.3958427906036377,1.4188709259033203,0.9562010765075684,1.889573335647583
E,4.224465370178223,2.8397257328033447,2.363645553588867,3.278759241104126,3.883312463760376,3.7856850624084473,3.795966148376465,4.342228412628174,1.9362045526504517,3.306806802749634,1.9164257049560547,2.4148497581481934,5.796390056610107,3.329667568206787,1.441875696182251,3.3095815181732178,1.8838942050933838,3.3065545558929443,4.22622013092041
G,3.7487103939056396,2.340000629425049,4.710996627807617,5.181774616241455,4.254504203796387,4.257787227630615,2.8195414543151855,4.6864190101623535,3.3064749240875244,4.709769248962402,4.7526373863220215,2.375051975250244,4.26437520980835,1.8919827938079834,3.8742408752441406,4.2667999267578125,3.3004472255706787,1.8686742782592773,3.303666591644287
H,0.9319306015968323,0.4678441882133484,1.4069041013717651,0.0,0.0,0.9456371665000916,1.4371764659881592,1.4200831651687622,0.46633943915367126,0.0,0.0,0.46635016798973083,0.9518365263938904,0.47042176127433777,0.46640893816947937,0.9416380524635315,0.47237181663513184,0.9299315214157104,0.0
I,0.9336584806442261,0.0,1.8732731342315674,0.9575172662734985,0.936392605304718,0.46802639961242676,2.3602967262268066,0.46732962131500244,1.4067965745925903,1.4082175493240356,1.9987986087799072,0.0,1.8856418132781982,3.1352453231811523,2.8235068321228027,0.4674976170063019,0.0,0.46894288063049316,0.9346910715103149
