,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
A,14.169668197631836,7.8528923988342285,8.965988159179688,7.413862705230713,6.821972846984863,8.990610122680664,10.604945182800293,6.3270769119262695,12.163996696472168,19.94200897216797,13.67729377746582,17.405994415283203,13.642560005187988,13.18437385559082,8.940393447875977,8.394818305969238,7.896998405456543
R,3.6976490020751953,3.1431102752685547,8.567122459411621,6.835849761962891,7.3997907638549805,6.854081630706787,5.959044456481934,4.852430820465088,3.227593421936035,2.687516927719116,4.288252353668213,8.531557083129883,8.700460433959961,5.8278093338012695,7.446646213531494,6.877111434936523,9.499183654785156
N,11.716303825378418,2.0987963676452637,6.8494439125061035,8.440823554992676,1.5674691200256348,2.1166365146636963,5.81923770904541,13.888129234313965,15.671101570129395,9.446928977966309,10.80886173248291,8.720280647277832,9.049382209777832,9.62035083770752,11.129359245300293,5.26984977722168,4.722949504852295
D,14.630464553833008,7.83970308303833,17.9342098236084,7.3909912109375,4.185244560241699,2.1171278953552246,5.798952102661133,3.7309749126434326,4.203282833099365,4.836404800415039,7.45078182220459,8.025984764099121,7.920141220092773,9.533890724182129,9.476923942565918,12.603557586669922,4.2070817947387695
V,15.198814392089844,8.946938514709473,5.265049457550049,3.664515972137451,18.405071258544922,20.552494049072266,14.750225067138672,8.970338821411133,12.0208740234375,10.243281364440918,6.966272354125977,6.8938117027282715,10.134392738342285,9.5081205368042,10.477582931518555,12.074986457824707,5.777151584625244
Q,5.853734493255615,2.1149353981018066,7.3765411376953125,11.577412605285645,3.2103657722473145,9.639975547790527,6.953615665435791,5.271847248077393,8.652351379394531,10.56411361694336,6.876993656158447,10.12765121459961,8.435739517211914,4.221220970153809,5.2362895011901855,3.6984105110168457,7.352703094482422
E,6.294294357299805,6.3023810386657715,19.55878448486328,11.140066146850586,8.904276847839355,7.098263263702393,5.323401927947998,4.189772129058838,9.745072364807129,8.765928268432617,8.619763374328613,7.925979137420654,3.184298038482666,4.228499889373779,5.272023677825928,8.446769714355469,11.08975601196289
G,8.396279335021973,8.439538955688477,7.898819446563721,13.629857063293457,9.570404052734375,6.323797702789307,11.076092720031738,17.551218032836914,12.143539428710938,9.142719268798828,9.565975189208984,5.871568202972412,7.867325305938721,12.671475410461426,16.26654815673828,8.475029945373535,14.230238914489746
H,1.5644673109054565,2.6248884201049805,2.6858129501342773,4.8021721839904785,1.5861620903015137,2.654066562652588,4.1989030838012695,1.5837624073028564,3.19608211517334,2.696575880050659,4.7832207679748535,2.6231706142425537,2.1206204891204834,3.1593434810638428,3.1291089057922363,2.104875087738037,4.190001487731934
I,6.298861503601074,3.139559268951416,1.5798306465148926,7.970433235168457,11.582147598266602,10.090463638305664,7.596757888793945,11.603544235229492,3.310258150100708,2.6240532398223877,7.974469184875488,4.270022869110107,5.879195213317871,9.495729446411133,8.485361099243164,4.751285076141357,1.0518009662628174
