,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
A,7.274043560028076,5.9585862159729,4.6783952713012695,3.4100284576416016,5.531665325164795,4.67639684677124,3.3970391750335693,4.275771141052246,4.7061896324157715,3.8574979305267334,5.549185752868652,5.216650009155273,7.694517135620117,7.268895149230957,6.424973011016846,5.125288486480713,4.287590026855469,2.565457582473755,3.400169849395752,2.1448493003845215,1.279981255531311
R,0.848112940788269,0.8505987524986267,1.278875708580017,3.834300994873047,2.548584461212158,2.136012554168701,2.588587760925293,2.159205675125122,1.2797297239303589,0.851974368095398,2.1507418155670166,0.8512272834777832,0.0,0.45693814754486084,1.3327444791793823,1.7337027788162231,2.205209970474243,2.6037755012512207,1.7132017612457275,1.7083615064620972,2.9905989170074463
N,1.6958245038986206,0.8499209880828857,1.3144623041152954,1.7360551357269287,0.8614230751991272,0.8574426174163818,1.7230939865112305,0.46173349022865295,0.46738606691360474,2.1444544792175293,0.8622980117797852,0.0,2.1521828174591064,1.2773534059524536,1.71097993850708,1.7033127546310425,1.2829018831253052,1.7082326412200928,2.5693564414978027,0.4290180504322052,2.1354076862335205
D,4.701620578765869,1.2791601419448853,2.582395553588867,2.582944869995117,2.13334321975708,0.8517335057258606,2.1461966037750244,1.7345969676971436,0.0,0.868362307548523,0.0,0.8702598810195923,0.42773979902267456,1.7018333673477173,1.2756043672561646,1.7165136337280273,5.574997425079346,3.4053797721862793,1.6996067762374878,1.720850944519043,2.1316826343536377
V,3.4056296348571777,3.4102916717529297,3.0003340244293213,1.2871290445327759,1.7116748094558716,2.987306833267212,3.846889019012451,2.1326045989990234,4.697937488555908,5.130397319793701,4.27022647857666,5.238046169281006,3.466797351837158,5.1598944664001465,3.938981294631958,4.249639511108398,1.2858843803405762,3.0159411430358887,1.7021806240081787,0.0,2.1295175552368164
Q,0.42828741669654846,1.7046488523483276,2.142528772354126,2.1466221809387207,1.712910771369934,2.579394817352295,2.1479220390319824,2.57666277885437,3.0209715366363525,2.6270878314971924,4.354966163635254,2.5650687217712402,1.7173289060592651,3.0137174129486084,3.873720645904541,2.637326955795288,4.803873538970947,1.2882506847381592,3.857290267944336,2.9958362579345703,4.724663734436035
E,3.4250857830047607,3.4293839931488037,4.263334274291992,2.554548740386963,2.564986228942871,2.9840548038482666,2.587519884109497,2.127870798110962,3.8399693965911865,1.284367322921753,0.8758257627487183,4.708380222320557,0.8609391450881958,1.7264091968536377,3.4364655017852783,2.564554214477539,1.700883150100708,5.152734279632568,4.706827163696289,4.714267253875732,5.13340950012207
G,4.660638332366943,4.237795352935791,3.40539813041687,3.8404109477996826,1.7002756595611572,2.9874565601348877,3.4257729053497314,2.9799203872680664,1.6925249099731445,4.289275646209717,2.1455435752868652,0.8509098291397095,1.7376973628997803,1.3036075830459595,3.424828052520752,2.2024130821228027,2.991431474685669,4.690832138061523,5.970897197723389,1.7284713983535767,4.685423851013184
H,0.850591778755188,0.0,0.0,2.9994823932647705,0.0,0.42977723479270935,1.2830801010131836,1.2749375104904175,0.8687105774879456,1.7166072130203247,2.1254937648773193,0.0,0.8511017560958862,1.274221658706665,1.7042087316513062,2.1357388496398926,0.42613086104393005,1.7054790258407593,0.8518449664115906,3.012908458709717,1.2858285903930664
I,0.8557043075561523,1.7124515771865845,0.8492546081542969,1.2799324989318848,1.28085458278656,1.739773154258728,1.3187836408615112,3.512979507446289,3.971475839614868,0.8462786078453064,1.2788126468658447,0.8489997386932373,1.7092496156692505,1.2804300785064697,0.8670278787612915,0.4267633855342865,1.2879630327224731,0.42630118131637573,0.4242584705352783,1.7128276824951172,0.0
